target,n,R2,RMSE,nRMSE,MAE,Bias,spearman,seed
lcbd_count_sorensen,479,0.7104787056790304,7.883863163294182e-06,0.15358338047870454,6.029213238445739e-06,-1.05344396389492e-06,0.7712235631259441,0
pd_inext_q0,226,0.016336242483992347,1.7567385532650237,0.21410666261423075,1.3513963432073541,-0.02183946545470712,0.24014884941368872,0
pd_inext_q1,226,0.34242216235120226,1.157286201572856,0.21228288608491996,0.8947596332434402,-0.02582940489624999,0.5746019386389553,0
pd_inext_q2,226,0.3222697733910561,0.9101414797423177,0.20942772440929047,0.7295439254209006,0.006879059250313632,0.5425995309342959,0
td_inext_q0,230,-0.09108390239843689,2.7754245655497627,0.258704352616743,2.138308622511898,0.08013110551892756,-0.0038572613473584288,0
td_inext_q1,230,0.07985156368921242,1.9121031671328632,0.25453938852856467,1.5032111110559774,0.0573247465625212,0.37391766619296246,0
td_inext_q2,230,0.08261598523047198,1.617984594538213,0.242832504401297,1.3001048426082322,0.09098185239293627,0.36568023321902476,0
lcbd_count_sorensen,479,0.7263235072466542,7.665095494054127e-06,0.14932162739073035,5.94002112671666e-06,-1.04075231906338e-06,0.7688032923151542,1
pd_inext_q0,226,-0.00796292828181655,1.7783042932903337,0.21673503814287362,1.3431367173048425,-0.19376173147122744,0.2149942549303582,1
pd_inext_q1,226,0.3141147282870247,1.181933193933278,0.21680392389257067,0.9100493474265454,-0.03708165595054783,0.5628337103602753,1
pd_inext_q2,226,0.3379672574703445,0.8995394504105404,0.2069881488856001,0.7154973212256045,-0.032036130071641036,0.5502478397193004,1
td_inext_q0,230,-0.10650563208653874,2.7949701124510518,0.2605262425432079,2.145576947281785,-0.3572982082868602,0.018204458145571138,1
td_inext_q1,230,0.04184642221982937,1.9511916889124659,0.2597428569414038,1.5545350707237884,0.20844697711251167,0.3616560656556283,1
td_inext_q2,230,0.09935211233708796,1.6031579588508482,0.24060727364943313,1.2862405379520676,0.08798333173294312,0.3701289110553036,1
lcbd_count_sorensen,479,0.7361021302763582,7.526910711630048e-06,0.14662968746536303,5.758996254015078e-06,-7.883534526697852e-07,0.7849819608424646,2
pd_inext_q0,226,-0.04144114283739264,1.8075951300445225,0.22030492809090366,1.3850075304252374,-0.08241906567845415,0.18958911771272796,2
pd_inext_q1,226,0.3358814021466535,1.1630275762688096,0.21333603576293006,0.8953586315354664,-0.06902630076467312,0.5766925664718551,2
pd_inext_q2,226,0.3350062132454723,0.9015488709809175,0.20745052576524134,0.7225478952337946,-0.008224565910002984,0.5516627300626998,2
td_inext_q0,230,-0.06547487400568586,2.74265992079078,0.25565027710112503,2.1078088258491285,-0.02874820534315213,0.04387727279934783,2
td_inext_q1,230,0.07957042113274393,1.9123952572430472,0.2545782715968632,1.5299533293422813,0.1662972925935228,0.3716413008422412,2
td_inext_q2,230,0.12465156723846893,1.5804809927708432,0.23720383922612667,1.2783296876964487,0.11462540458573434,0.3922342191155185,2
